Menu ID,NomeLocale,TipologiaLocale,City,venue_address,venue_city,venue_country,venue_state,venue_rating,Sezione_drink_list,Category Name,Item_Name,Description,Price,ingredients_brand_owner,ingredients_brand,Broad_category,ingredients_categoria,Sub_Category,Ranking_Top4
1018,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SIGNATURE COCKTAILS,Signature_Cocktails,David,"Mezcal Los Siete Misterios, Amaro Santoni, spinaci, melissa, mandorle, zenzero, zucchero, Sale, citrus",25,Unknown,zucchero,MIXER,Ingredients,Ingredients,NO
1019,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SIGNATURE COCKTAILS,Signature_Cocktails,David,"Mezcal Los Siete Misterios, Amaro Santoni, spinaci, melissa, mandorle, zenzero, zucchero, Sale, citrus",25,Unknown,Sale,MIXER,Ingredients,Ingredients,NO
1020,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SIGNATURE COCKTAILS,Signature_Cocktails,David,"Mezcal Los Siete Misterios, Amaro Santoni, spinaci, melissa, mandorle, zenzero, zucchero, Sale, citrus",25,Coca Cola HBC,Brokers Citrus,SPIRITS,Gin,Gin,NO
1021,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,BELVEDERE MARTINI EXPERIENCE,Cocktail,Organic Belvedere Martini,"Organic Belvedere Vodka, Cocchi Extra Dry",25,LVMH,Belvedere,SPIRITS,Vodka,Vodka,NO
1022,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,BELVEDERE MARTINI EXPERIENCE,Cocktail,Belvedere 10 Martini,"Belvedere 10, Blend Dry Vermouths",25,LVMH,Belvedere,SPIRITS,Vodka,Vodka,NO
1023,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,MOCKTAILS,Mocktail,Brera's Garden,"Roots divino bianco, Everleaf Mountain, Paragon White Penja pepper, soluzione acida, Match Tonic Water Floral",22,Compagnia Dei Caraibi,Match Tonic Water Floral,SOFT DRINK,Mixers,Mixers,NO
1024,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,MOCKTAILS,Mocktail,Bitter Symphony,"Everleaf Forest, Roots divino rosso, BTTR, Lime cordial, Franklin light",22,Unknown,Lime Cordial,OTHER,Ingredients,Ingredients,NO
1025,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,MOCKTAILS,Mocktail,Adriatico Dreamin',"Adriatico 0.0, Everleaf Marine, passion fruit, Limone, zucchero",22,Unknown,Passion Fruit,OTHER,Ingredients,Ingredients,NO
1026,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,MOCKTAILS,Mocktail,Adriatico Dreamin',"Adriatico 0.0, Everleaf Marine, passion fruit, Limone, zucchero",22,Unknown,Limone,OTHER,Ingredients,Ingredients,NO
1027,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,MOCKTAILS,Mocktail,Adriatico Dreamin',"Adriatico 0.0, Everleaf Marine, passion fruit, Limone, zucchero",22,Unknown,zucchero,MIXER,Ingredients,Ingredients,NO
1028,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,MOCKTAILS,Mocktail,No White Negroni,"Tanqueray 0.0, Roots divino bianco, Everleaf Marine, fake lime, Thomas Henry Pink Grapefruit",22,Diageo,Tanqueray 0.0,SPIRITS,0-Low Alcohol,0-Low Alcohol,NO
1029,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,MOCKTAILS,Mocktail,No White Negroni,"Tanqueray 0.0, Roots divino bianco, Everleaf Marine, fake lime, Thomas Henry Pink Grapefruit",22,Unknown,Fake Lime,OTHER,Generic Product,Generic Product,NO
1030,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,MOCKTAILS,Mocktail,No White Negroni,"Tanqueray 0.0, Roots divino bianco, Everleaf Marine, fake lime, Thomas Henry Pink Grapefruit",22,Campari Group,Thomas Henry Pink Grapefruit,SOFT DRINK,Mixers,Mixers,NO
1031,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,RUM,Rum,Matusalem 15 years Gran Reserva,,18,Di Saronno,Matusalem 15 yo,SPIRITS,Rum,Rum,YES
1032,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,RUM,Rum,Zacapa 23 years,,25,Diageo,Zacapa Xo,SPIRITS,Rum,Rum,YES
1033,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,RUM,Rum,Zacapa Centenario X.O. 25 years,,30,Diageo,Zacapa Xo,SPIRITS,Rum,Rum,NO
1034,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,WHISKY,Whisky,Oban 14 years,,20,Diageo,Oban 14 yo,SPIRITS,Scotch Whisky,Scotch Whisky,YES
1035,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Camomile,,15,Unknown,Camomile,OTHER,Ingredients,Ingredients,NO
1036,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milan,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Camomile,,,Unknown,Camomile,OTHER,Ingredients,Ingredients,NO
1037,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,WHISKY,Whisky,Lagavulin 16 years,,25,Diageo,Lagavulin,SPIRITS,Scotch Whisky,Scotch Whisky,NO
1038,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,WHISKY,Whisky,Talisker 10 years,,20,Diageo,Talisker 10 yo,SPIRITS,Scotch Whisky,Scotch Whisky,NO
1039,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,WHISKY,Whisky,Macallan Double Cask 12 years,,30,Velier,Macallan 12 yo,SPIRITS,Scotch Whisky,Scotch Whisky,NO
1040,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,WHISKY,Whisky,Macallan Double Cask 18 years,,85,Velier,Macallan 18 yo,SPIRITS,Scotch Whisky,Scotch Whisky,NO
1041,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,WHISKY,Whisky,Talisker 18 years,,50,Diageo,Talisker 10 yo,SPIRITS,Scotch Whisky,Scotch Whisky,NO
1042,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,WHISKY,Whisky,Chivas Royal Salute 21 years,,40,Pernod Ricard,Royal Salute 21 yo,SPIRITS,Scotch Whisky,Scotch Whisky,NO
1043,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,WHISKY,Whisky,Jameson,,20,Pernod Ricard,Jameson,SPIRITS,Irish Whisky,Irish Whisky,NO
1044,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,WHISKY,Whisky,Nikka Yoichi 10 years,,55,Velier,Nikka Yoichi,SPIRITS,Japanese Whisky,Japanese Whisky,NO
1045,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,WHISKY,Whisky,Nikka Miyagikyo 10 years,,45,Velier,Nikka Miyagikyo,SPIRITS,Japanese Whisky,Japanese Whisky,NO
1046,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,WHISKY,Whisky,Woodford Reserve,,20,Brown Forman,Woodford Reserve,SPIRITS,American Whisky,American Whisky,NO
1047,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,WHISKY,Whisky,Bulleit,,20,Diageo,Bulleit Bourbon Frontier Whiskey,SPIRITS,American Whisky,American Whisky,NO
1048,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,WHISKY,Whisky,Jack Daniel's Single Barrell,,20,Brown Forman,Jack Daniel's Tennessee Whiskey Old N. 7 Brand,SPIRITS,American Whisky,American Whisky,NO
1049,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,RARE WHISKY COLLECTION,Whisky,Port Ellen Special Release 17,,200,Diageo,Port Ellen 37 yo,SPIRITS,Scotch Whisky,Scotch Whisky,YES
1050,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,TEQUILA,Tequila,Casamigos Blanco,,20,Diageo,Casamigos Blanco,SPIRITS,Tequila,Tequila,YES
1051,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,TEQUILA,Tequila,Casamigos Reposado,,23,Diageo,Casamigos Reposado,SPIRITS,Tequila,Tequila,NO
1052,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,MEZCAL,Other,Casamigos,,22,Diageo,Casamigos Blanco,SPIRITS,Tequila,Tequila,NO
1053,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,VODKA,Vodka,Belvedere,,20,LVMH,Belvedere,SPIRITS,Vodka,Vodka,YES
1054,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,VODKA,Vodka,Ketel One,,20,Diageo,Ketel One,SPIRITS,Vodka,Vodka,YES
1055,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,VODKA,Vodka,Stolichnaya Elite,,20,Molinari Spa,Stolichnaya,SPIRITS,Vodka,Vodka,YES
1056,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,VODKA,Vodka,Grey Goose,,20,Bacardi Martini,Grey Goose,SPIRITS,Vodka,Vodka,YES
1057,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,GIN,Gin,Portofino,,22,Velier,Dry Gin Portofino,SPIRITS,Gin,Gin,YES
1058,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,GIN,Gin,Sabatini,,22,Compagnia Dei Caraibi,Sabatini,SPIRITS,Gin,Gin,YES
1059,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,GIN,Gin,Hendrick's,,22,Velier,Hendricks Gin,SPIRITS,Gin,Gin,YES
1060,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,GIN,Gin,Monkey 47,,22,Pernod Ricard,Monkey 47,SPIRITS,Gin,Gin,NO
1061,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,GIN,Gin,Sipsmith,,22,Coca Cola HBC,Sipsmith,SPIRITS,Gin,Gin,NO
1062,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,GIN,Gin,Martin Miller's,,22,Compagnia Dei Caraibi,Martin Millers Original,SPIRITS,Gin,Gin,NO
1063,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,GIN,Gin,Roku,,22,Stock,Roku,SPIRITS,Gin,Gin,NO
1064,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,GIN,Gin,Bombay,,22,Bacardi Martini,Bombay Saphire,SPIRITS,Gin,Gin,NO
1065,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,GIN,Gin,Gin Mare,,22,Brown Forman,Mare,SPIRITS,Gin,Gin,NO
1066,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,GIN,Gin,Gin Mare Capri,,22,Brown Forman,Mare Capri,SPIRITS,Gin,Gin,NO
1067,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,ARMAGNAC,Brandy,Bas Armagnac Laberdolive 1989,,36,Unknown,Bas Armagnac Laberdolive 1989,SPIRITS,Armagnac,Armagnac,YES
1068,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,ARMAGNAC,Brandy,Bas Armagnac Noir 1936 Château de Castex,,130,Unknown,Bas Armagnac Noir 1936 Ch�teau De Castex,SPIRITS,Armagnac,Armagnac,YES
1069,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,VINI BIANCHI,White_Wine,"Podernuovo di Giovanni Bulgari, ""Nicoleo""",,22,Unknown,"Podernuovo Di Giovanni Bulgari, ""nicoleo""",WINE,Wine,Wine,YES
1070,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,VINI ROSATI,Rose_Wine,"Chateau d'Esclans, Cotes de Provence Rosé —Whispering Angel’",,26,Unknown,"Chateau D'esclans, Cotes De Provence Ros� �whispering Angel�",WINE,Wine,Wine,YES
1071,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,VINI ROSSI,Red_Wine,"Podernuovo di Giovanni Bulgari, ""Therra""",,24,Unknown,"Podernuovo Di Giovanni Bulgari, ""therra""",WINE,Wine,Wine,YES
1072,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,VINI ROSSI,Red_Wine,"Girlan, ""Patricia""",,24,Girlan,Pinot Nero Patricia Girlan 2023,WINE,Wine,Wine,YES
1073,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Imperial Earl Grey,"tè nero di Ceylon, bergamotto",15,Unknown,T� Nero Di Ceylon,OTHER,Generic Product,Generic Product,NO
1074,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Floral Jasmine,"Tè verde, fiori di gelsomino",15,Unknown,T� Verde,OTHER,Generic Product,Generic Product,NO
1075,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Verbene,cedro,15,Nardini,Acqua Di Cedro,SPIRITS,Gin,Gin,NO
1076,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Peppermint,,15,Unknown,Peppermint,OTHER,Ingredients,Ingredients,NO
1077,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Rooibos African Dream,"rooibos, mela, gelsomino, vaniglia, caramello",15,Stock,Keglevich Mela Verde,SPIRITS,Vodka,Vodka,NO
1078,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Bvlgari Dolce,"arancia, limone, tè nero estivo",15,Unknown,arancia,MIXER,Ingredients,Ingredients,NO
1079,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Bvlgari Dolce,"arancia, limone, tè nero estivo",15,Unknown,limone,OTHER,Ingredients,Ingredients,NO
1080,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Bvlgari Dolce,"arancia, limone, tè nero estivo",15,Unknown,T� Nero Estivo,OTHER,Generic Product,Generic Product,NO
1081,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Cappuccino,,6,Unknown,Cappuccino,OTHER,Generic Product,Generic Product,NO
1082,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milan,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Cappuccino,,,Unknown,Cappuccino,OTHER,Generic Product,Generic Product,NO
1083,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Espresso,,6,Unknown,Espresso Martini Tails Cocktails,OTHER,Generic Product,Generic Product,NO
1084,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Latte Macchiato,,6,Unknown,Latte Macchiato,OTHER,Generic Product,Generic Product,NO
1085,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Caffè d'Orzo,,6,Unknown,Caff� D'orzo,OTHER,Generic Product,Generic Product,NO
1086,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Caffè al Ginseng,,6,Unknown,Caff� Al Ginseng,OTHER,Generic Product,Generic Product,NO
1087,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Caffè Americano,,6,Unknown,Caff� Americano,OTHER,Generic Product,Generic Product,NO
1088,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,ESTRATTI E SPREMUTE BIOLOGICHE,Soft_Drinks,Spremute di frutta fresca,,12,Unknown,Spremute Di Frutta Fresca,OTHER,Ingredients,Ingredients,YES
1089,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,ESTRATTI E SPREMUTE BIOLOGICHE,Soft_Drinks,Detox,"mela, carota, rapa rossa, limone, zenzero",18,Stock,Keglevich Mela Verde,SPIRITS,Vodka,Vodka,YES
1090,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,ESTRATTI E SPREMUTE BIOLOGICHE,Soft_Drinks,Detox,"mela, carota, rapa rossa, limone, zenzero",18,Unknown,limone,OTHER,Ingredients,Ingredients,YES
1091,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,ESTRATTI E SPREMUTE BIOLOGICHE,Soft_Drinks,Detox,"mela, carota, rapa rossa, limone, zenzero",18,Unknown,zenzero,MIXER,Ingredients,Ingredients,YES
1092,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,ESTRATTI E SPREMUTE BIOLOGICHE,Soft_Drinks,Refreshing,"ananas, mela, limone, zenzero, curcuma",18,Stock,Keglevich Mela Verde,SPIRITS,Vodka,Vodka,YES
1093,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,ESTRATTI E SPREMUTE BIOLOGICHE,Soft_Drinks,Refreshing,"ananas, mela, limone, zenzero, curcuma",18,Unknown,limone,OTHER,Ingredients,Ingredients,YES
1094,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,ESTRATTI E SPREMUTE BIOLOGICHE,Soft_Drinks,Refreshing,"ananas, mela, limone, zenzero, curcuma",18,Unknown,zenzero,MIXER,Ingredients,Ingredients,YES
1095,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,SELEZIONI DI TÈ BIOLOGICO E CAFFETTERIA,Other,Rooibos African Dream,"rooibos, mela, gelsomino, vaniglia, caramello",15,Unknown,Caramello,OTHER,Ingredients,Ingredients,NO
1096,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,ESTRATTI E SPREMUTE BIOLOGICHE,Soft_Drinks,Antioxidant,"carota, mela, curcuma, limone, zenzero",18,Stock,Keglevich Mela Verde,SPIRITS,Vodka,Vodka,NO
1097,"Bar ""Il Girasole"" - Amazon Counter",cocktail bar,Milano,"Via dei Panigarola, 2, 20139 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,3.5,ESTRATTI E SPREMUTE BIOLOGICHE,Soft_Drinks,Antioxidant,"carota, mela, curcuma, limone, zenzero",18,Unknown,limone,OTHER,Ingredients,Ingredients,NO
